problems,artist,artist_normalized,title,date,medium,dimensions,categories,file_name,file_url,description_url
,Antoine-Louis Barye,antoinelouisbarye,Two Jaguars from Peru,1833,Watercolour with gouache and India ink heightening,Height:  242 mm (9.53 in). Width:  314 mm (12.36 in).,Drawings and paintings by Antoine-Louis Barye~French paintings in the Louvre - not on display~Watercolor paintings of jaguars~19th-century paintings of jaguars~1830s paintings from France~1833 paintings,images/ antoinelouisbarye_00000452.jpg,http://upload.wikimedia.org/wikipedia/commons/c/c2/Antoine-Louis_Barye_-_Two_Jaguars_from_Peru_-_WGA01389.jpg,http://commons.wikimedia.org/wiki/File:Antoine-Louis_Barye_-_Two_Jaguars_from_Peru_-_WGA01389.jpg
,Piero di Cosimo,pierocosimo,Vulcan and Aeolus,circa 1495-1505,oil and tempera on canvas,155.5 × 166.5 cm (61.2 × 65.6 in),Animals in art~Paintings of horse riding by name~Forges in art~Paintings in the National Gallery of Canada~Renaissance paintings of mythology~Smiths in art~Stories of the Primitive Mankind~Woodworking in art~Men at work in art~Giraffes in art~Tempera on canvas~Vulcan and Aeolus by Piero di Cosimo,images/ pierocosimo_00000453.jpg,http://upload.wikimedia.org/wikipedia/commons/d/d9/Piero_di_Cosimo_011.jpg,http://commons.wikimedia.org/wiki/File:Piero_di_Cosimo_011.jpg
,Piero di Cosimo,pierocosimo,Vulcan and Aeolus,circa 1495-1505,oil and tempera on canvas,155.5 × 166.5 cm (61.2 × 65.6 in),Animals in art~Paintings of horse riding by name~Forges in art~Paintings in the National Gallery of Canada~Renaissance paintings of mythology~Smiths in art~Stories of the Primitive Mankind~Woodworking in art~Men at work in art~Giraffes in art~Tempera on canvas~Vulcan and Aeolus by Piero di Cosimo,images/ pierocosimo_00000454.jpg,http://upload.wikimedia.org/wikipedia/commons/d/d9/Piero_di_Cosimo_011.jpg,http://commons.wikimedia.org/wiki/File:Piero_di_Cosimo_011.jpg
,József Rippl-Rónai,józsefripplrónai,Glass painting plan,1899,chalk and watercolor,Height:  543 cm (213.8 in). Width:  723 cm (284.6 in).,1899 paintings in Hungary~Watercolor paintings by József Rippl-Rónai~Watercolor paintings in the Hungarian National Gallery~Paintings by József Rippl-Rónai in the Hungarian National Gallery,images/ józsefripplrónai_00000455.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4e/Rippl_Glass_painting_plan.jpg,http://commons.wikimedia.org/wiki/File:Rippl_Glass_painting_plan.jpg
,József Rippl-Rónai,józsefripplrónai,Glass painting plan,1899,chalk and watercolor,Height:  543 cm (213.8 in). Width:  723 cm (284.6 in).,1899 paintings in Hungary~Watercolor paintings by József Rippl-Rónai~Watercolor paintings in the Hungarian National Gallery~Paintings by József Rippl-Rónai in the Hungarian National Gallery,images/ józsefripplrónai_00000456.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4e/Rippl_Glass_painting_plan.jpg,http://commons.wikimedia.org/wiki/File:Rippl_Glass_painting_plan.jpg
,Maksymilian Gierymski,maksymiliangierymski,Rifle-range in a grove.,1869,gouache on cardboard,31.2 × 48.2 cm (12.3 × 19 in),Watercolor paintings by Maksymilian Gierymski in the National Museum in Warsaw~1869 paintings~Paintings from Poland~Trees in art~Gouache paintings~Shooting ranges in Poland,images/ maksymiliangierymski_00000457.jpg,http://upload.wikimedia.org/wikipedia/commons/4/41/Gierymski_Rifle-range.jpg,http://commons.wikimedia.org/wiki/File:Gierymski_Rifle-range.jpg
,Maksymilian Gierymski,maksymiliangierymski,Rifle-range in a grove.,1869,gouache on cardboard,31.2 × 48.2 cm (12.3 × 19 in),Watercolor paintings by Maksymilian Gierymski in the National Museum in Warsaw~1869 paintings~Paintings from Poland~Trees in art~Gouache paintings~Shooting ranges in Poland,images/ maksymiliangierymski_00000458.jpg,http://upload.wikimedia.org/wikipedia/commons/4/41/Gierymski_Rifle-range.jpg,http://commons.wikimedia.org/wiki/File:Gierymski_Rifle-range.jpg
,Francesco Hayez,francescohayez, Deutsch: Porträt des Conte Baglioni,circa 1860,oil on canvas,225 × 152 cm (88.6 × 59.8 in),Portrait paintings by Francesco Hayez~19th-century portrait paintings in unidentified private collections~1860s oil on canvas paintings~1860s portrait paintings~19th-century oil portraits of standing men at full length~19th-century portrait paintings in Italy~Art in Treviso~Romantic portrait paintings~Tables in portrait paintings,images/ francescohayez_00000459.jpg,http://upload.wikimedia.org/wikipedia/commons/8/8f/Francesco_Hayez_042.jpg,http://commons.wikimedia.org/wiki/File:Francesco_Hayez_042.jpg
,Francesco Hayez,francescohayez, Deutsch: Porträt des Conte Baglioni,circa 1860,oil on canvas,225 × 152 cm (88.6 × 59.8 in),Portrait paintings by Francesco Hayez~19th-century portrait paintings in unidentified private collections~1860s oil on canvas paintings~1860s portrait paintings~19th-century oil portraits of standing men at full length~19th-century portrait paintings in Italy~Art in Treviso~Romantic portrait paintings~Tables in portrait paintings,images/ francescohayez_00000460.jpg,http://upload.wikimedia.org/wikipedia/commons/8/8f/Francesco_Hayez_042.jpg,http://commons.wikimedia.org/wiki/File:Francesco_Hayez_042.jpg
,George Romney,georgeromney,"Mirth and Melancholy (Miss Wallis, Later Mrs James Campbell)",1788–1789,oil on canvas,145 × 190 cm (57.1 × 74.8 in),Paintings by George Romney~Art at Petworth House~Tryphosa Jane Wallis~1788 oil on canvas paintings~1789 oil on canvas paintings~18th-century oil paintings of standing women at three-quarter length~National Trust paintings,images/ georgeromney_00000461.jpg,http://upload.wikimedia.org/wikipedia/commons/2/2a/Mirth_and_Melancholy_painting_by_Romney.jpg,http://commons.wikimedia.org/wiki/File:Mirth_and_Melancholy_painting_by_Romney.jpg
,George Romney,georgeromney,"Mirth and Melancholy (Miss Wallis, Later Mrs James Campbell)",1788–1789,oil on canvas,145 × 190 cm (57.1 × 74.8 in),Paintings by George Romney~Art at Petworth House~Tryphosa Jane Wallis~1788 oil on canvas paintings~1789 oil on canvas paintings~18th-century oil paintings of standing women at three-quarter length~National Trust paintings,images/ georgeromney_00000462.jpg,http://upload.wikimedia.org/wikipedia/commons/2/2a/Mirth_and_Melancholy_painting_by_Romney.jpg,http://commons.wikimedia.org/wiki/File:Mirth_and_Melancholy_painting_by_Romney.jpg
,Friedrich von Amerling,friedrichamerling,Portrait of Count István Széchenyi,1836,oil on canvas,Height:  250 cm (98.4 in). Width:  165 cm (65 in).,István Széchenyi~Friedrich von Amerling~Díszmagyar~Fur garments in art~Male pelisses~Swords of Hungary~1836 paintings in Hungary~Portrait paintings in the Hungarian Academy of Sciences,images/ friedrichamerling_00000463.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f9/Ritratto_del_Conte_Istv%C3%A1n_-Stefano-_Sz%C3%A9chenyi_01.jpg,http://commons.wikimedia.org/wiki/File:Ritratto_del_Conte_Istv%C3%A1n_-Stefano-_Sz%C3%A9chenyi_01.jpg
,Friedrich von Amerling,friedrichamerling,Portrait of Count István Széchenyi,1836,oil on canvas,Height:  250 cm (98.4 in). Width:  165 cm (65 in).,István Széchenyi~Friedrich von Amerling~Díszmagyar~Fur garments in art~Male pelisses~Swords of Hungary~1836 paintings in Hungary~Portrait paintings in the Hungarian Academy of Sciences,images/ friedrichamerling_00000464.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f9/Ritratto_del_Conte_Istv%C3%A1n_-Stefano-_Sz%C3%A9chenyi_01.jpg,http://commons.wikimedia.org/wiki/File:Ritratto_del_Conte_Istv%C3%A1n_-Stefano-_Sz%C3%A9chenyi_01.jpg
,Andrea Mantegna,andreamantegna," German: Madonna mit Heiligen, Szene: Maria mit Christuskind und Heiligen Italian: Madonna in gloria e Santi Giovanni Battista, Gregorio Magno, Benedetto e Gerolamo",1497,tempera on canvas,287 × 214 cm (113 × 84.3 in),Pala Trivulzio by Mantegna~Sacra Conversazione~Paintings of Benedict of Nursia~Renaissance paintings of Saint Jerome~Gregorius I Magnus~15th-century paintings of John the Baptist~Madonna and Child with Saint John~People holding models of churches in art~15th-century oil on panel paintings in Italy~Tempera~15th-century religious paintings in Italy~1497 paintings in Italy,images/ andreamantegna_00000465.jpg,http://upload.wikimedia.org/wikipedia/commons/c/c8/Andrea_Mantegna_106.jpg,http://commons.wikimedia.org/wiki/File:Andrea_Mantegna_106.jpg
,Andrea Mantegna,andreamantegna," German: Madonna mit Heiligen, Szene: Maria mit Christuskind und Heiligen Italian: Madonna in gloria e Santi Giovanni Battista, Gregorio Magno, Benedetto e Gerolamo",1497,tempera on canvas,287 × 214 cm (113 × 84.3 in),Pala Trivulzio by Mantegna~Sacra Conversazione~Paintings of Benedict of Nursia~Renaissance paintings of Saint Jerome~Gregorius I Magnus~15th-century paintings of John the Baptist~Madonna and Child with Saint John~People holding models of churches in art~15th-century oil on panel paintings in Italy~Tempera~15th-century religious paintings in Italy~1497 paintings in Italy,images/ andreamantegna_00000466.jpg,http://upload.wikimedia.org/wikipedia/commons/c/c8/Andrea_Mantegna_106.jpg,http://commons.wikimedia.org/wiki/File:Andrea_Mantegna_106.jpg
,Thomas Gainsborough,thomasgainsborough,Cattle Watering by a Stream,undated,"""Watercolor and gouache with black chalk over graphite on medium, slightly textured, cream laid paper""",Height:  295 mm (11.61 in). Width:  362 mm (14.25 in).,Drawings by Thomas Gainsborough~18th-century landscape drawings~Collections of the Yale Center for British Art~Paintings in the Yale Center for British Art,images/ thomasgainsborough_00000467.jpg,http://upload.wikimedia.org/wikipedia/commons/8/80/Thomas_Gainsborough_-_Cattle_Watering_by_a_Stream_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Thomas_Gainsborough_-_Cattle_Watering_by_a_Stream_-_Google_Art_Project.jpg
,Thomas Gainsborough,thomasgainsborough,Cattle Watering by a Stream,undated,"""Watercolor and gouache with black chalk over graphite on medium, slightly textured, cream laid paper""",Height:  295 mm (11.61 in). Width:  362 mm (14.25 in).,Drawings by Thomas Gainsborough~18th-century landscape drawings~Collections of the Yale Center for British Art~Paintings in the Yale Center for British Art,images/ thomasgainsborough_00000468.jpg,http://upload.wikimedia.org/wikipedia/commons/8/80/Thomas_Gainsborough_-_Cattle_Watering_by_a_Stream_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/File:Thomas_Gainsborough_-_Cattle_Watering_by_a_Stream_-_Google_Art_Project.jpg
,Albrecht Dürer,albrechtdurer,Pond in the Woods,circa 1496,watercolor and gouache on paper,Height:  262 mm (10.31 in). Width:  374 mm (14.72 in).,Watercolors by Albrecht Dürer~Drawings in the British Museum~1490s watercolor paintings~Gouache paintings~Paintings of lakes~15th-century landscape paintings,images/ albrechtdurer_00000469.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f6/Albrecht_D%C3%BCrer_-_Pond_in_the_Woods_-_WGA07358.jpg,http://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_-_Pond_in_the_Woods_-_WGA07358.jpg
,Albrecht Dürer,albrechtdurer,Pond in the Woods,circa 1496,watercolor and gouache on paper,Height:  262 mm (10.31 in). Width:  374 mm (14.72 in).,Watercolors by Albrecht Dürer~Drawings in the British Museum~1490s watercolor paintings~Gouache paintings~Paintings of lakes~15th-century landscape paintings,images/ albrechtdurer_00000470.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f6/Albrecht_D%C3%BCrer_-_Pond_in_the_Woods_-_WGA07358.jpg,http://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_-_Pond_in_the_Woods_-_WGA07358.jpg
,Albrecht Dürer,albrechtdurer, English: Courtyard of the Former Castle in Innsbruck without Clouds Italiano: Cortile del castello di Innsburck,1494,Gouache+watercolor on paper,Height:  335 mm (13.19 in). Width:  267 mm (10.51 in).,"Watercolors by Albrecht Dürer~Hofburg, Innsbruck~1494 paintings~15th-century watercolor paintings~German drawings in the Albertina~15th-century towns and villages~Gouache paintings~Paintings of castles",images/ albrechtdurer_00000471.jpg,http://upload.wikimedia.org/wikipedia/commons/5/57/Innsbruck_castle_courtyard.jpg,http://commons.wikimedia.org/wiki/File:Innsbruck_castle_courtyard.jpg
,Albrecht Dürer,albrechtdurer, English: Courtyard of the Former Castle in Innsbruck without Clouds Italiano: Cortile del castello di Innsburck,1494,Gouache+watercolor on paper,Height:  335 mm (13.19 in). Width:  267 mm (10.51 in).,"Watercolors by Albrecht Dürer~Hofburg, Innsbruck~1494 paintings~15th-century watercolor paintings~German drawings in the Albertina~15th-century towns and villages~Gouache paintings~Paintings of castles",images/ albrechtdurer_00000472.jpg,http://upload.wikimedia.org/wikipedia/commons/5/57/Innsbruck_castle_courtyard.jpg,http://commons.wikimedia.org/wiki/File:Innsbruck_castle_courtyard.jpg
,Berthe Morisot,berthemorisot, Français : Paysage,1867,watercolor on paper,14.5 × 22.7 cm (5.7 × 8.9 in),Paintings by Berthe Morisot,images/ berthemorisot_00000473.jpg,http://upload.wikimedia.org/wikipedia/commons/6/64/Berthe_Morisot_-_Paysage_%28watercolour%29.jpg,http://commons.wikimedia.org/wiki/File:Berthe_Morisot_-_Paysage_(watercolour).jpg
,Berthe Morisot,berthemorisot, Français : Paysage,1867,watercolor on paper,14.5 × 22.7 cm (5.7 × 8.9 in),Paintings by Berthe Morisot,images/ berthemorisot_00000474.jpg,http://upload.wikimedia.org/wikipedia/commons/6/64/Berthe_Morisot_-_Paysage_%28watercolour%29.jpg,http://commons.wikimedia.org/wiki/File:Berthe_Morisot_-_Paysage_(watercolour).jpg
,Samuel Hieronymus Grimm,samuelgrimm, English: Skating in Hyde Park,Undated: artist lived in England 1768-1794, English: brush drawing in grey wash with watercolour and graphite,141 × 199 mm (5.55 × 7.83 in),"Watercolor paintings~18th-century drawings~Hyde Park in art~The Serpentine, London~Samuel Hieronymus Grimm~London in the 18th century~Ice skating in art",images/ samuelgrimm_00000475.jpg,http://upload.wikimedia.org/wikipedia/commons/8/82/Skating_in_Hyde_Park_by_Samuel_Hieronymus_Grimm.jpg,http://commons.wikimedia.org/wiki/File:Skating_in_Hyde_Park_by_Samuel_Hieronymus_Grimm.jpg
,Samuel Hieronymus Grimm,samuelgrimm, English: Skating in Hyde Park,Undated: artist lived in England 1768-1794, English: brush drawing in grey wash with watercolour and graphite,141 × 199 mm (5.55 × 7.83 in),"Watercolor paintings~18th-century drawings~Hyde Park in art~The Serpentine, London~Samuel Hieronymus Grimm~London in the 18th century~Ice skating in art",images/ samuelgrimm_00000476.jpg,http://upload.wikimedia.org/wikipedia/commons/8/82/Skating_in_Hyde_Park_by_Samuel_Hieronymus_Grimm.jpg,http://commons.wikimedia.org/wiki/File:Skating_in_Hyde_Park_by_Samuel_Hieronymus_Grimm.jpg
,Janez Ljubljanski,janezljubljanski, Slovenščina: Sv. Miklavž reši mladeniče,1443,tempera on canvas,119 × 139 cm (46.9 × 54.7 in),Janez Ljubljanski~1443 paintings~15th-century paintings in the National Gallery of Slovenia~15th-century religious paintings in Slovenia~Tempera paintings in Slovenia~Tempera on canvas~Paintings of Saint Nicholas in Slovenia~Saint Nicholas stopping the executioner,images/ janezljubljanski_00000477.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4c/Janez_Ljubljanski_-_Sv._Miklav%C5%BE_re%C5%A1i_mladeni%C4%8De.jpg,http://commons.wikimedia.org/wiki/File:Janez_Ljubljanski_-_Sv._Miklav%C5%BE_re%C5%A1i_mladeni%C4%8De.jpg
,Janez Ljubljanski,janezljubljanski, Slovenščina: Sv. Miklavž reši mladeniče,1443,tempera on canvas,119 × 139 cm (46.9 × 54.7 in),Janez Ljubljanski~1443 paintings~15th-century paintings in the National Gallery of Slovenia~15th-century religious paintings in Slovenia~Tempera paintings in Slovenia~Tempera on canvas~Paintings of Saint Nicholas in Slovenia~Saint Nicholas stopping the executioner,images/ janezljubljanski_00000478.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4c/Janez_Ljubljanski_-_Sv._Miklav%C5%BE_re%C5%A1i_mladeni%C4%8De.jpg,http://commons.wikimedia.org/wiki/File:Janez_Ljubljanski_-_Sv._Miklav%C5%BE_re%C5%A1i_mladeni%C4%8De.jpg
,J. M. W. Turner,j.turner," Deutsch: Morgen nach dem Schiffbruch English: Dawn after the Wreck by J.M.W. Turner, c.1841. Watercolor and gouache, 251 x 368 mm The Courtauld Gallery, London",1841,oil on canvas,24.5 × 36.2 cm (9.6 × 14.3 in),Romantic landscape paintings~1841 paintings~Paintings by Joseph Mallord William Turner~Paintings in the Courtauld Institute of Art,images/ j.turner_00000479.jpg,http://upload.wikimedia.org/wikipedia/commons/6/69/Joseph_Mallord_William_Turner_058.jpg,http://commons.wikimedia.org/wiki/File:Joseph_Mallord_William_Turner_058.jpg
,J. M. W. Turner,j.turner," Deutsch: Morgen nach dem Schiffbruch English: Dawn after the Wreck by J.M.W. Turner, c.1841. Watercolor and gouache, 251 x 368 mm The Courtauld Gallery, London",1841,oil on canvas,24.5 × 36.2 cm (9.6 × 14.3 in),Romantic landscape paintings~1841 paintings~Paintings by Joseph Mallord William Turner~Paintings in the Courtauld Institute of Art,images/ j.turner_00000480.jpg,http://upload.wikimedia.org/wikipedia/commons/6/69/Joseph_Mallord_William_Turner_058.jpg,http://commons.wikimedia.org/wiki/File:Joseph_Mallord_William_Turner_058.jpg
,Paul Signac,paulsignac, Français : Les Andelys,1923, English: Watercolor and crayon on paper Français : Aquarelle et crayon sur papier,26.3 × 41 cm (10.4 × 16.1 in),Paintings of France by Paul Signac~Les Andelys in art~Watercolor paintings of landscapes~Landscapes of France in art~1920s watercolor paintings~1920s landscape paintings~1923 paintings~1920s paintings from France,images/ paulsignac_00000481.jpg,http://upload.wikimedia.org/wikipedia/commons/8/8c/Paul_Signac_-_Les_Andelys.jpg,http://commons.wikimedia.org/wiki/File:Paul_Signac_-_Les_Andelys.jpg
,Paul Signac,paulsignac, Français : Les Andelys,1923, English: Watercolor and crayon on paper Français : Aquarelle et crayon sur papier,26.3 × 41 cm (10.4 × 16.1 in),Paintings of France by Paul Signac~Les Andelys in art~Watercolor paintings of landscapes~Landscapes of France in art~1920s watercolor paintings~1920s landscape paintings~1923 paintings~1920s paintings from France,images/ paulsignac_00000482.jpg,http://upload.wikimedia.org/wikipedia/commons/8/8c/Paul_Signac_-_Les_Andelys.jpg,http://commons.wikimedia.org/wiki/File:Paul_Signac_-_Les_Andelys.jpg
